Lua Diagnostics | Errors: 0 | Warnings: 1051 | EmmyLua Types: /workspace/.emmylua
Info: 0 | Hints: 39 | Total: 1090 | Time: 2026-06-06 00:33:29 | Dir: /workspace/scripts
---
WARN  | WorldMap.lua:322:18 | expected `NVGContextWrapper` but found `never`. [param-type-mismatch]
WARN  | WorldMap.lua:326:18 | expected `NVGContextWrapper` but found `never`. [param-type-mismatch]
WARN  | WorldMap.lua:327:20 | expected `NVGContextWrapper` but found `never`. [param-type-mismatch]
WARN  | WorldMap.lua:328:18 | expected `NVGContextWrapper` but found `never`. [param-type-mismatch]
WARN  | WorldMap.lua:329:13 | expected `NVGContextWrapper` but found `never`. [param-type-mismatch]
WARN  | WorldMap.lua:330:20 | expected `NVGContextWrapper` but found `never`. [param-type-mismatch]
WARN  | WorldMap.lua:331:20 | expected `NVGContextWrapper` but found `never`. [param-type-mismatch]
WARN  | WorldMap.lua:332:15 | expected `NVGContextWrapper` but found `never`. [param-type-mismatch]
WARN  | WorldMap.lua:334:18 | expected `NVGContextWrapper` but found `never`. [param-type-mismatch]
WARN  | WorldMap.lua:338:5 | Cannot assign `number` to `integer`. [assign-type-mismatch]
WARN  | WorldMap.lua:339:5 | Cannot assign `number` to `integer`. [assign-type-mismatch]
WARN  | WorldMap.lua:342:5 | Cannot assign `number` to `integer`. [assign-type-mismatch]
WARN  | WorldMap.lua:343:5 | Cannot assign `number` to `integer`. [assign-type-mismatch]
WARN  | main.lua:711:8 | Impossible `if` statement: this condition is always falsy [unnecessary-if]
WARN  | main.lua:712:8 | Impossible `if` statement: this condition is always falsy [unnecessary-if]
WARN  | main.lua:762:8 | Unnecessary `if` statement: this condition is always truthy [unnecessary-if]
WARN  | main.lua:769:12 | Impossible `if` statement: this condition is always falsy [unnecessary-if]
WARN  | main.lua:849:8 | Impossible `if` statement: this condition is always falsy [unnecessary-if]
WARN  | main.lua:865:8 | Unnecessary `if` statement: this condition is always truthy [unnecessary-if]
WARN  | main.lua:1040:8 | Unnecessary `if` statement: this condition is always truthy [unnecessary-if]
WARN  | main.lua:1076:24 | Unnecessary `if` statement: this condition is always truthy [unnecessary-if]
WARN  | main.lua:1318:12 | Impossible `if` statement: this condition is always falsy [unnecessary-if]
WARN  | main.lua:1319:12 | Impossible `if` statement: this condition is always falsy [unnecessary-if]
WARN  | main.lua:1534:8 | Impossible `if` statement: this condition is always falsy [unnecessary-if]
WARN  | main.lua:1784:8 | Impossible `if` statement: this condition is always falsy [unnecessary-if]
WARN  | main.lua:1894:8 | Impossible `if` statement: this condition is always falsy [unnecessary-if]
WARN  | main.lua:1897:8 | Impossible `if` statement: this condition is always falsy [unnecessary-if]
WARN  | main.lua:1900:8 | Impossible `if` statement: this condition is always falsy [unnecessary-if]
WARN  | main.lua:1903:8 | Impossible `if` statement: this condition is always falsy [unnecessary-if]
WARN  | main.lua:1907:8 | Impossible `if` statement: this condition is always falsy [unnecessary-if]
WARN  | main.lua:1944:16 | Impossible `if` statement: this condition is always falsy [unnecessary-if]
WARN  | main.lua:2019:12 | Impossible `if` statement: this condition is always falsy [unnecessary-if]
WARN  | main.lua:2181:8 | Unnecessary `if` statement: this condition is always truthy [unnecessary-if]
WARN  | main.lua:2419:8 | Impossible `if` statement: this condition is always falsy [unnecessary-if]
WARN  | main.lua:2439:8 | Impossible `if` statement: this condition is always falsy [unnecessary-if]
WARN  | main.lua:2654:8 | Impossible `if` statement: this condition is always falsy [unnecessary-if]
WARN  | main.lua:560:37 | Cannot call expression of type `never`. [call-non-callable]
WARN  | main.lua:573:37 | Cannot call expression of type `never`. [call-non-callable]
WARN  | main.lua:583:5 | Cannot call expression of type `never`. [call-non-callable]
WARN  | main.lua:884:5 | Cannot call expression of type `never`. [call-non-callable]
WARN  | main.lua:899:5 | Cannot call expression of type `never`. [call-non-callable]
WARN  | main.lua:1084:5 | Cannot call expression of type `never`. [call-non-callable]
WARN  | main.lua:2411:9 | Cannot call expression of type `never`. [call-non-callable]
WARN  | main.lua:2414:9 | Cannot call expression of type `never`. [call-non-callable]
WARN  | main.lua:727:19 | expected `NVGContextWrapper` but found `never`. [param-type-mismatch]
WARN  | main.lua:1330:31 | expected `NVGContextWrapper` but found `nil`. [param-type-mismatch]
WARN  | main.lua:1331:30 | expected `NVGContextWrapper` but found `nil`. [param-type-mismatch]
WARN  | main.lua:1332:31 | expected `NVGContextWrapper` but found `nil`. [param-type-mismatch]
WARN  | main.lua:1333:33 | expected `NVGContextWrapper` but found `nil`. [param-type-mismatch]
WARN  | main.lua:1334:32 | expected `NVGContextWrapper` but found `nil`. [param-type-mismatch]
WARN  | main.lua:1335:33 | expected `NVGContextWrapper` but found `nil`. [param-type-mismatch]
WARN  | main.lua:1336:31 | expected `NVGContextWrapper` but found `nil`. [param-type-mismatch]
WARN  | main.lua:1337:33 | expected `NVGContextWrapper` but found `nil`. [param-type-mismatch]
WARN  | main.lua:1338:37 | expected `NVGContextWrapper` but found `nil`. [param-type-mismatch]
WARN  | main.lua:1339:30 | expected `NVGContextWrapper` but found `nil`. [param-type-mismatch]
WARN  | main.lua:1342:32 | expected `NVGContextWrapper` but found `nil`. [param-type-mismatch]
WARN  | main.lua:1343:31 | expected `NVGContextWrapper` but found `nil`. [param-type-mismatch]
WARN  | main.lua:1344:32 | expected `NVGContextWrapper` but found `nil`. [param-type-mismatch]
WARN  | main.lua:1345:34 | expected `NVGContextWrapper` but found `nil`. [param-type-mismatch]
WARN  | main.lua:1346:34 | expected `NVGContextWrapper` but found `nil`. [param-type-mismatch]
WARN  | main.lua:1347:38 | expected `NVGContextWrapper` but found `nil`. [param-type-mismatch]
WARN  | main.lua:1348:32 | expected `NVGContextWrapper` but found `nil`. [param-type-mismatch]
WARN  | main.lua:1349:31 | expected `NVGContextWrapper` but found `nil`. [param-type-mismatch]
WARN  | main.lua:1350:33 | expected `NVGContextWrapper` but found `nil`. [param-type-mismatch]
WARN  | main.lua:1351:33 | expected `NVGContextWrapper` but found `nil`. [param-type-mismatch]
WARN  | main.lua:1354:34 | expected `NVGContextWrapper` but found `nil`. [param-type-mismatch]
WARN  | main.lua:1355:34 | expected `NVGContextWrapper` but found `nil`. [param-type-mismatch]
WARN  | main.lua:1358:34 | expected `NVGContextWrapper` but found `nil`. [param-type-mismatch]
WARN  | main.lua:1359:34 | expected `NVGContextWrapper` but found `nil`. [param-type-mismatch]
WARN  | main.lua:1360:34 | expected `NVGContextWrapper` but found `nil`. [param-type-mismatch]
WARN  | main.lua:1361:34 | expected `NVGContextWrapper` but found `nil`. [param-type-mismatch]
WARN  | main.lua:1364:37 | expected `NVGContextWrapper` but found `nil`. [param-type-mismatch]
WARN  | main.lua:1374:35 | expected `NVGContextWrapper` but found `nil`. [param-type-mismatch]
WARN  | main.lua:1477:41 | expected `NVGContextWrapper` but found `nil`. [param-type-mismatch]
WARN  | main.lua:1484:40 | expected `NVGContextWrapper` but found `nil`. [param-type-mismatch]
WARN  | main.lua:1493:43 | expected `NVGContextWrapper` but found `nil`. [param-type-mismatch]
WARN  | main.lua:1500:41 | expected `NVGContextWrapper` but found `nil`. [param-type-mismatch]
WARN  | main.lua:1933:68 | expected `number` but found `nil`. [param-type-mismatch]
WARN  | main.lua:1933:73 | expected `number` but found `nil`. [param-type-mismatch]
WARN  | main.lua:2874:34 | expected `integer` but found `never`. [param-type-mismatch]
WARN  | main.lua:560:37 | escPopupUI_ may be nil [need-check-nil]
WARN  | main.lua:573:37 | escPopupUI_ may be nil [need-check-nil]
WARN  | main.lua:639:57 | charStats_[currentCharacter_] may be nil [need-check-nil]
WARN  | main.lua:640:57 | charStats_[currentCharacter_] may be nil [need-check-nil]
WARN  | main.lua:884:5 | mainMenuUIRoot_ may be nil [need-check-nil]
WARN  | main.lua:899:5 | mainMenuUIRoot_ may be nil [need-check-nil]
WARN  | main.lua:942:17 | layerEditorData_[i] may be nil [need-check-nil]
WARN  | main.lua:942:43 | layerEditorData_[i] may be nil [need-check-nil]
WARN  | main.lua:959:17 | layerEditorData_[i] may be nil [need-check-nil]
WARN  | main.lua:959:43 | layerEditorData_[i] may be nil [need-check-nil]
WARN  | main.lua:973:17 | layerEditorData_[i] may be nil [need-check-nil]
WARN  | main.lua:973:44 | layerEditorData_[i] may be nil [need-check-nil]
WARN  | main.lua:990:17 | layerEditorData_[i] may be nil [need-check-nil]
WARN  | main.lua:990:44 | layerEditorData_[i] may be nil [need-check-nil]
WARN  | main.lua:1022:45 | layer may be nil [need-check-nil]
WARN  | main.lua:1025:28 | layer may be nil [need-check-nil]
WARN  | main.lua:1026:29 | layer may be nil [need-check-nil]
WARN  | main.lua:1084:5 | mainMenuUIRoot_ may be nil [need-check-nil]
WARN  | main.lua:1612:5 | charStats_[currentCharacter_] may be nil [need-check-nil]
WARN  | main.lua:1613:5 | charStats_[currentCharacter_] may be nil [need-check-nil]
WARN  | main.lua:1921:48 | lbOx value may be nil [need-check-nil]
WARN  | main.lua:1922:48 | lbOy value may be nil [need-check-nil]
WARN  | main.lua:1927:35 | lbOx value may be nil [need-check-nil]
WARN  | main.lua:1928:35 | lbOy value may be nil [need-check-nil]
WARN  | main.lua:2212:35 | playerNode_ may be nil [need-check-nil]
WARN  | main.lua:2217:33 | playerNode_ may be nil [need-check-nil]
WARN  | main.lua:2408:18 | playerNode_ may be nil [need-check-nil]
WARN  | main.lua:2411:9 | playerNode_ may be nil [need-check-nil]
WARN  | main.lua:2414:9 | playerNode_ may be nil [need-check-nil]
WARN  | main.lua:2422:25 | playerNode_ may be nil [need-check-nil]
WARN  | main.lua:2442:25 | playerNode_ may be nil [need-check-nil]
WARN  | main.lua:2521:21 | playerNode_ may be nil [need-check-nil]
WARN  | main.lua:2602:23 | playerNode_ may be nil [need-check-nil]
WARN  | main.lua:2873:25 | pos may be nil [need-check-nil]
WARN  | main.lua:2874:34 | pos may be nil [need-check-nil]
WARN  | main.lua:2876:34 | targetX value may be nil [need-check-nil]
WARN  | main.lua:2881:30 | lbW value may be nil [need-check-nil]
WARN  | main.lua:1014:35 | Undefined field `SetText`. [undefined-field]
WARN  | main.lua:1015:37 | Undefined field `SetText`. [undefined-field]
WARN  | main.lua:2212:58 | Undefined field `x`. [undefined-field]
WARN  | main.lua:2222:39 | Undefined field `x`. [undefined-field]
WARN  | main.lua:2223:41 | Undefined field `y`. [undefined-field]
WARN  | main.lua:2228:50 | Undefined field `x`. [undefined-field]
WARN  | main.lua:2242:50 | Undefined field `x`. [undefined-field]
WARN  | main.lua:2255:50 | Undefined field `x`. [undefined-field]
WARN  | main.lua:2410:13 | Undefined field `x`. [undefined-field]
WARN  | main.lua:2411:54 | Undefined field `y`. [undefined-field]
WARN  | main.lua:2413:17 | Undefined field `x`. [undefined-field]
WARN  | main.lua:2414:53 | Undefined field `y`. [undefined-field]
WARN  | main.lua:2424:32 | Undefined field `x`. [undefined-field]
WARN  | main.lua:2425:32 | Undefined field `y`. [undefined-field]
WARN  | main.lua:2450:42 | Undefined field `x`. [undefined-field]
WARN  | main.lua:2451:42 | Undefined field `y`. [undefined-field]
WARN  | main.lua:2474:42 | Undefined field `x`. [undefined-field]
WARN  | main.lua:2475:42 | Undefined field `y`. [undefined-field]
WARN  | main.lua:2496:42 | Undefined field `x`. [undefined-field]
WARN  | main.lua:2497:42 | Undefined field `y`. [undefined-field]
WARN  | main.lua:2522:39 | Undefined field `x`. [undefined-field]
WARN  | main.lua:2527:38 | Undefined field `x`. [undefined-field]
WARN  | main.lua:2528:38 | Undefined field `y`. [undefined-field]
WARN  | main.lua:2550:38 | Undefined field `x`. [undefined-field]
WARN  | main.lua:2551:38 | Undefined field `y`. [undefined-field]
WARN  | main.lua:2571:38 | Undefined field `x`. [undefined-field]
WARN  | main.lua:2572:38 | Undefined field `y`. [undefined-field]
WARN  | main.lua:2603:32 | Undefined field `x`. [undefined-field]
WARN  | main.lua:2603:45 | Undefined field `y`. [undefined-field]
WARN  | main.lua:2607:35 | Undefined field `x`. [undefined-field]
WARN  | main.lua:2607:48 | Undefined field `y`. [undefined-field]
WARN  | main.lua:2610:40 | Undefined field `x`. [undefined-field]
WARN  | main.lua:2610:53 | Undefined field `y`. [undefined-field]
WARN  | main.lua:2613:65 | Undefined field `x`. [undefined-field]
WARN  | main.lua:2613:78 | Undefined field `y`. [undefined-field]
WARN  | main.lua:2615:55 | Undefined field `x`. [undefined-field]
WARN  | main.lua:2615:68 | Undefined field `y`. [undefined-field]
WARN  | main.lua:2617:63 | Undefined field `x`. [undefined-field]
WARN  | main.lua:2617:76 | Undefined field `y`. [undefined-field]
WARN  | main.lua:2870:33 | Undefined field `position2D`. [undefined-field]
WARN  | main.lua:112:7 | Cannot assign `nil` to `Scene`. [assign-type-mismatch]
WARN  | main.lua:114:7 | Cannot assign `nil` to `Node`. [assign-type-mismatch]
WARN  | main.lua:121:7 | Cannot assign `nil` to `RigidBody2D`. [assign-type-mismatch]
WARN  | main.lua:298:7 | Cannot assign `nil` to `Widget`. [assign-type-mismatch]
WARN  | main.lua:300:7 | Cannot assign `nil` to `Widget`. [assign-type-mismatch]
WARN  | main.lua:302:7 | Cannot assign `nil` to `Widget`. [assign-type-mismatch]
WARN  | main.lua:304:7 | Cannot assign `nil` to `Widget`. [assign-type-mismatch]
WARN  | main.lua:306:7 | Cannot assign `nil` to `Widget`. [assign-type-mismatch]
WARN  | main.lua:763:5 | Cannot assign `number` to `integer`. [assign-type-mismatch]
WARN  | main.lua:1078:25 | Cannot assign `nil` to `Panel`. [assign-type-mismatch]
WARN  | main.lua:1718:13 | Cannot assign `number` to `integer`. [assign-type-mismatch]
WARN  | main.lua:1955:9 | Cannot assign `number` to `integer`. [assign-type-mismatch]
WARN  | main.lua:1959:9 | Cannot assign `number` to `integer`. [assign-type-mismatch]
WARN  | main.lua:2083:13 | Cannot assign `number` to `integer`. [assign-type-mismatch]
WARN  | main.lua:2086:13 | Cannot assign `number` to `integer`. [assign-type-mismatch]
WARN  | main.lua:2093:9 | Cannot assign `number` to `integer`. [assign-type-mismatch]
WARN  | main.lua:2096:9 | Cannot assign `number` to `integer`. [assign-type-mismatch]
WARN  | main.lua:2102:9 | Cannot assign `number` to `integer`. [assign-type-mismatch]
WARN  | main.lua:2124:9 | Cannot assign `number` to `integer`. [assign-type-mismatch]
WARN  | main.lua:2136:13 | Cannot assign `number` to `integer`. [assign-type-mismatch]
WARN  | main.lua:2170:13 | Cannot assign `number` to `integer`. [assign-type-mismatch]
WARN  | main.lua:2203:21 | Cannot assign `number` to `integer`. [assign-type-mismatch]
WARN  | main.lua:2230:39 | Cannot assign `number` to `integer`. [assign-type-mismatch]
WARN  | main.lua:2244:39 | Cannot assign `number` to `integer`. [assign-type-mismatch]
WARN  | main.lua:2257:39 | Cannot assign `number` to `integer`. [assign-type-mismatch]
WARN  | main.lua:2325:17 | Cannot assign `number` to `integer`. [assign-type-mismatch]
WARN  | main.lua:2366:17 | Cannot assign `number` to `integer`. [assign-type-mismatch]
WARN  | main.lua:2391:9 | Cannot assign `number` to `integer`. [assign-type-mismatch]
WARN  | main.lua:2400:13 | Cannot assign `number` to `integer`. [assign-type-mismatch]
WARN  | main.lua:2627:9 | Cannot assign `number` to `integer`. [assign-type-mismatch]
WARN  | main.lua:474:29 | expected 0 parameters but found 1 [redundant-parameter]
WARN  | main.lua:500:23 | expected 0 parameters but found 1 [redundant-parameter]
WARN  | main.lua:506:23 | expected 0 parameters but found 1 [redundant-parameter]
WARN  | main.lua:512:23 | expected 0 parameters but found 1 [redundant-parameter]
WARN  | main.lua:518:23 | expected 0 parameters but found 1 [redundant-parameter]
WARN  | main.lua:586:32 | expected 0 parameters but found 1 [redundant-parameter]
WARN  | main.lua:1634:28 | expected 0 parameters but found 1 [redundant-parameter]
WARN  | main.lua:1639:27 | expected 0 parameters but found 1 [redundant-parameter]
WARN  | main.lua:1644:26 | expected 0 parameters but found 1 [redundant-parameter]
WARN  | main.lua:1650:28 | expected 0 parameters but found 1 [redundant-parameter]
WARN  | main.lua:1656:26 | expected 0 parameters but found 1 [redundant-parameter]
WARN  | main.lua:880:13 | Global variable should only be defined in module scope [global-in-non-module]
WARN  | main.lua:885:5 | Global variable should only be defined in module scope [global-in-non-module]
WARN  | main.lua:888:5 | Global variable should only be defined in module scope [global-in-non-module]
WARN  | main.lua:1043:5 | Global variable should only be defined in module scope [global-in-non-module]
WARN  | main.lua:1092:5 | Global variable should only be defined in module scope [global-in-non-module]
WARN  | main.lua:1290:5 | Global variable should only be defined in module scope [global-in-non-module]
WARN  | main.lua:1354:5 | Global variable should only be defined in module scope [global-in-non-module]
WARN  | main.lua:1355:5 | Global variable should only be defined in module scope [global-in-non-module]
WARN  | main.lua:1364:5 | Global variable should only be defined in module scope [global-in-non-module]
HINT  | Cursor.lua:129:11 | Implicit self is never used, if this is intentional, please use '.' instead of ':' to define the method [unused]
HINT  | Enemy.lua:141:45 | playerHP is never used, if this is intentional, prefix it with an underscore: _playerHP [unused]
HINT  | Enemy.lua:171:42 | playerY is never used, if this is intentional, prefix it with an underscore: _playerY [unused]
HINT  | GMConsole.lua:687:25 | nvgCtx is never used, if this is intentional, prefix it with an underscore: _nvgCtx [unused]
HINT  | GMConsole.lua:790:32 | height is never used, if this is intentional, prefix it with an underscore: _height [unused]
HINT  | GMConsole.lua:790:25 | width is never used, if this is intentional, prefix it with an underscore: _width [unused]
HINT  | GameUI.lua:259:52 | self is never used, if this is intentional, prefix it with an underscore: _self [unused]
HINT  | GameUI.lua:172:52 | self is never used, if this is intentional, prefix it with an underscore: _self [unused]
HINT  | GameUI.lua:152:52 | self is never used, if this is intentional, prefix it with an underscore: _self [unused]
HINT  | GameUI.lua:77:52 | self is never used, if this is intentional, prefix it with an underscore: _self [unused]
HINT  | Renderer.lua:53:36 | eventData is never used, if this is intentional, prefix it with an underscore: _eventData [unused]
HINT  | Renderer.lua:53:25 | eventType is never used, if this is intentional, prefix it with an underscore: _eventType [unused]
HINT  | Renderer.lua:12:7 | LevelConfig is never used, if this is intentional, prefix it with an underscore: _LevelConfig [unused]
HINT  | Renderer.lua:157:48 | camY is never used, if this is intentional, prefix it with an underscore: _camY [unused]
HINT  | SpriteEditor.lua:411:33 | self is never used, if this is intentional, prefix it with an underscore: _self [unused]
HINT  | SpriteEditor.lua:30:7 | ENTITY_ANIMS is never used, if this is intentional, prefix it with an underscore: _ENTITY_ANIMS [unused]
HINT  | main.lua:73:7 | crouchFrameMap2_ is never used, if this is intentional, prefix it with an underscore: _crouchFrameMap2_ [unused]
HINT  | main.lua:1723:34 | eventType is never used, if this is intentional, prefix it with an underscore: _eventType [unused]
HINT  | main.lua:366:16 | GetCurrentAnimCropConfig is never used, if this is intentional, prefix it with an underscore: _GetCurrentAnimCropConfig [unused]
HINT  | main.lua:1777:23 | eventType is never used, if this is intentional, prefix it with an underscore: _eventType [unused]
HINT  | main.lua:2867:27 | eventType is never used, if this is intentional, prefix it with an underscore: _eventType [unused]
HINT  | main.lua:3031:27 | width is never used, if this is intentional, prefix it with an underscore: _width [unused]
HINT  | main.lua:3031:34 | height is never used, if this is intentional, prefix it with an underscore: _height [unused]
HINT  | main.lua:17:7 | GameConfig is never used, if this is intentional, prefix it with an underscore: _GameConfig [unused]
HINT  | main.lua:1096:11 | KB_LIGHT is never used, if this is intentional, prefix it with an underscore: _KB_LIGHT [unused]
HINT  | main.lua:686:34 | v is never used, if this is intentional, prefix it with an underscore: _v [unused]
HINT  | main.lua:139:7 | blockTimer_ is never used, if this is intentional, prefix it with an underscore: _blockTimer_ [unused]
HINT  | main.lua:1707:36 | eventType is never used, if this is intentional, prefix it with an underscore: _eventType [unused]
HINT  | main.lua:72:7 | crouchFrameMap_ is never used, if this is intentional, prefix it with an underscore: _crouchFrameMap_ [unused]
HINT  | main.lua:1765:27 | eventType is never used, if this is intentional, prefix it with an underscore: _eventType [unused]
HINT  | main.lua:184:7 | skillPanelSelected_ is never used, if this is intentional, prefix it with an underscore: _skillPanelSelected_ [unused]
HINT  | main.lua:1279:21 | Fields cannot be injected into the reference of `Panel` for `menuPanel`. [inject-field]
HINT  | main.lua:1280:21 | Fields cannot be injected into the reference of `Panel` for `layerBg`. [inject-field]
HINT  | main.lua:1281:21 | Fields cannot be injected into the reference of `Panel` for `layerChar`. [inject-field]
HINT  | main.lua:1282:21 | Fields cannot be injected into the reference of `Panel` for `layerCurtain`. [inject-field]
HINT  | main.lua:1283:21 | Fields cannot be injected into the reference of `Panel` for `layerChime`. [inject-field]
HINT  | main.lua:1284:21 | Fields cannot be injected into the reference of `Panel` for `layerWisteria`. [inject-field]
HINT  | main.lua:1285:21 | Fields cannot be injected into the reference of `Panel` for `layerPiano`. [inject-field]
HINT  | main.lua:1286:21 | Fields cannot be injected into the reference of `Panel` for `petalContainer`. [inject-field]
